monster,game,input,value,unit,source
desert-seltas,MH4U,tolerance_poison,100,status build-up points,https://kiranico.com/en/mh4u/monster/desert-seltas
desert-seltas,MH4U,tolerance_sleep,150,status build-up points,https://kiranico.com/en/mh4u/monster/desert-seltas
desert-seltas,MH4U,tolerance_stun,120,status build-up points,https://kiranico.com/en/mh4u/monster/desert-seltas
desert-seltas-queen,MH4U,base_hp,5500,HP,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,enrage_attack_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,enrage_duration,90,seconds,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,enrage_speed_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,head_stagger,180,damage,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,hitzone_max_raw,80,hitzone %,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,size_base,1976.111111111111,cm,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,size_gold,2255.2,cm,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,tolerance_paralysis,200,status build-up points,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,tolerance_poison,180,status build-up points,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,tolerance_sleep,200,status build-up points,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
desert-seltas-queen,MH4U,tolerance_stun,200,status build-up points,https://kiranico.com/en/mh4u/monster/desert-seltas-queen
deviljho,MH4U,base_hp,6600,HP,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHGU,base_hp,6600,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
deviljho,MHWorld,base_hp,4400,HP,https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,enrage_attack_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHWorld,enrage_attack_mult,1.05,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,enrage_duration,60,seconds,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHWorld,enrage_duration,135,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,enrage_speed_mult,1.1,multiplier,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHWorld,enrage_speed_mult,1.05,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MHWorld,enrage_trigger,500,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,head_stagger,350,damage,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHGU,head_stagger,350,stagger threshold (raw),https://mhgu.kiranico.com/monster/6edb6
deviljho,MHWorld,head_stagger,350,"damage (Part Breakability, exact ""Head"" row)",https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,hitzone_max_raw,65,hitzone %,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHGU,hitzone_max_raw,76,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/6edb6
deviljho,MHWorld,hitzone_max_raw,75,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MHWorld,move_power_max,120,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,size_base,2046.7777777777776,cm,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHGU,size_base,2046.8,cm,https://mhgu.kiranico.com/monster/6edb6
deviljho,MHWorld,size_base,2063.82,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/20/Deviljho
deviljho,MH4U,size_gold,2619.9,cm,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHGU,size_gold,2619.9,cm,https://mhgu.kiranico.com/monster/6edb6
deviljho,MHWorld,size_gold,2476.58,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,tolerance_paralysis,180,status build-up points,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHGU,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
deviljho,MHWorld,tolerance_paralysis,100,status build-up points,https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,tolerance_poison,100,status build-up points,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHGU,tolerance_poison,100,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
deviljho,MHWorld,tolerance_poison,100,status build-up points,https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,tolerance_sleep,180,status build-up points,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHGU,tolerance_sleep,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
deviljho,MHWorld,tolerance_sleep,100,status build-up points,https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
deviljho,MH4U,tolerance_stun,180,status build-up points,https://kiranico.com/en/mh4u/monster/deviljho
deviljho,MHGU,tolerance_stun,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
deviljho,MHWorld,tolerance_stun,150,status build-up points,https://mhworld.kiranico.com/en/monsters/4rATd/deviljho
diablos,MH4U,base_hp,4300,HP,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHGU,base_hp,4500,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
diablos,MHRS,base_hp,4500,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
diablos,MH4U,enrage_attack_mult,1.4,multiplier,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHRS,enrage_attack_mult,1.2,multiplier,https://mhrice.info/mhrice.json
diablos,MH4U,enrage_duration,90,seconds,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHRS,enrage_duration,90,seconds,https://mhrice.info/mhrice.json
diablos,MH4U,enrage_speed_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHRS,enrage_speed_mult,1.05,motion-rate multiplier,https://mhrice.info/mhrice.json
diablos,MHRS,enrage_trigger,800,damage points (High Rank),https://mhrice.info/mhrice.json
diablos,MH4U,head_stagger,150,damage,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHGU,head_stagger,150,stagger threshold (raw),https://mhgu.kiranico.com/monster/65836
diablos,MHRS,head_stagger,230,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
diablos,MH4U,hitzone_max_raw,75,hitzone %,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHGU,hitzone_max_raw,75,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/65836
diablos,MHRS,hitzone_max_raw,70,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
diablos,MHRS,move_power_max,90,raw damage (max base_damage),https://mhrice.info/mhrice.json
diablos,MH4U,size_base,2041.2197085738972,cm,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHGU,size_base,1993,cm,https://mhgu.kiranico.com/monster/65836
diablos,MHRS,size_base,2096.25,cm,https://mhrice.info/mhrice.json
diablos,MH4U,size_gold,2510.7,cm,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHGU,size_gold,2451.39,cm,https://mhgu.kiranico.com/monster/65836
diablos,MHRS,size_gold,2578.3875,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
diablos,MH4U,tolerance_paralysis,200,status build-up points,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHGU,tolerance_paralysis,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
diablos,MHRS,tolerance_paralysis,100,status build-up points,https://mhrice.info/mhrice.json
diablos,MH4U,tolerance_poison,100,status build-up points,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHGU,tolerance_poison,100,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
diablos,MHRS,tolerance_poison,150,status build-up points,https://mhrice.info/mhrice.json
diablos,MH4U,tolerance_sleep,150,status build-up points,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHGU,tolerance_sleep,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
diablos,MHRS,tolerance_sleep,150,status build-up points,https://mhrice.info/mhrice.json
diablos,MH4U,tolerance_stun,150,status build-up points,https://kiranico.com/en/mh4u/monster/diablos
diablos,MHGU,tolerance_stun,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
diablos,MHRS,tolerance_stun,200,status build-up points,https://mhrice.info/mhrice.json
dire-miralis,MH3U,hitzone_max_raw,50,"raw hitzone % (max of cut/impact/shot, sentinels excluded)",https://raw.githubusercontent.com/dbooga/MonsterHunter3UDatabase/master/MonsterHunter3UDatabase/assets/mh3u.sqlite
dodogama,MHWorld,base_hp,3000,HP,https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,enrage_attack_mult,1.2,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,enrage_duration,90,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,enrage_speed_mult,1.03,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,enrage_trigger,550,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,head_stagger,150,"damage (Part Breakability, exact ""Head"" row)",https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,hitzone_max_raw,100,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,move_power_max,90,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,size_base,1111.11,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/37/Dodogama
dodogama,MHWorld,size_gold,1366.67,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,tolerance_paralysis,180,status build-up points,https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,tolerance_poison,100,status build-up points,https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,tolerance_sleep,150,status build-up points,https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
dodogama,MHWorld,tolerance_stun,150,status build-up points,https://mhworld.kiranico.com/en/monsters/DmeH0/dodogama
doshaguma,MHWilds,base_hp,4800,HP points,https://wilds.mhdb.io/en/monsters
doshaguma,MHWilds,enrage_attack_mult,1.1,multiplier (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
doshaguma,MHWilds,enrage_duration,80,seconds (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
doshaguma,MHWilds,enrage_speed_mult,1.1,motion-speed multiplier (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
doshaguma,MHWilds,enrage_trigger,1500,damage points (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
doshaguma,MHWilds,head_stagger,360,damage points (base),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
doshaguma,MHWilds,hitzone_max_raw,54,"percent (robomeche Meat, default state max)",https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
doshaguma,MHWilds,size_base,1390.47,cm,https://wilds.mhdb.io/en/monsters
doshaguma,MHWilds,size_gold,1710.2781,cm,https://wilds.mhdb.io/en/monsters
doshaguma,MHWilds,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
doshaguma,MHWilds,tolerance_poison,150,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
doshaguma,MHWilds,tolerance_sleep,150,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
doshaguma,MHWilds,tolerance_stun,120,stun (KO) build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
dreadking-rathalos,MHGU,base_hp,5300,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
dreadking-rathalos,MHGU,head_stagger,230,stagger threshold (raw),https://mhgu.kiranico.com/monster/d6846
dreadking-rathalos,MHGU,hitzone_max_raw,55,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/d6846
dreadking-rathalos,MHGU,size_base,2057.78,cm,https://mhgu.kiranico.com/monster/d6846
dreadking-rathalos,MHGU,size_gold,2242.98,cm,https://mhgu.kiranico.com/monster/d6846
dreadking-rathalos,MHGU,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
dreadking-rathalos,MHGU,tolerance_poison,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
dreadking-rathalos,MHGU,tolerance_sleep,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
dreadking-rathalos,MHGU,tolerance_stun,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
dreadqueen-rathian,MHGU,base_hp,4900,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
dreadqueen-rathian,MHGU,head_stagger,200,stagger threshold (raw),https://mhgu.kiranico.com/monster/76946
dreadqueen-rathian,MHGU,hitzone_max_raw,45,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/76946
dreadqueen-rathian,MHGU,size_base,2055.68,cm,https://mhgu.kiranico.com/monster/76946
dreadqueen-rathian,MHGU,size_gold,2240.69,cm,https://mhgu.kiranico.com/monster/76946
dreadqueen-rathian,MHGU,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
dreadqueen-rathian,MHGU,tolerance_poison,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
dreadqueen-rathian,MHGU,tolerance_sleep,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
dreadqueen-rathian,MHGU,tolerance_stun,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
drilltusk-tetsucabra,MHGU,base_hp,4700,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
drilltusk-tetsucabra,MHGU,head_stagger,300,stagger threshold (raw),https://mhgu.kiranico.com/monster/64ad6
drilltusk-tetsucabra,MHGU,hitzone_max_raw,55,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/64ad6
drilltusk-tetsucabra,MHGU,size_base,1512.91,cm,https://mhgu.kiranico.com/monster/64ad6
drilltusk-tetsucabra,MHGU,size_gold,1649.07,cm,https://mhgu.kiranico.com/monster/64ad6
drilltusk-tetsucabra,MHGU,tolerance_paralysis,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
drilltusk-tetsucabra,MHGU,tolerance_poison,100,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
drilltusk-tetsucabra,MHGU,tolerance_sleep,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
drilltusk-tetsucabra,MHGU,tolerance_stun,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
duramboros,MHGU,base_hp,6600,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
duramboros,MHGU,head_stagger,280,stagger threshold (raw),https://mhgu.kiranico.com/monster/6ab56
duramboros,MHGU,hitzone_max_raw,70,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/6ab56
duramboros,MHGU,size_base,2084.2,cm,https://mhgu.kiranico.com/monster/6ab56
duramboros,MHGU,size_gold,2563.57,cm,https://mhgu.kiranico.com/monster/6ab56
duramboros,MHGU,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
duramboros,MHGU,tolerance_poison,120,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
duramboros,MHGU,tolerance_sleep,100,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
duramboros,MHGU,tolerance_stun,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
ebony-odogaron,MHWorld,base_hp,3000,HP,https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,enrage_attack_mult,1.1,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,enrage_duration,200,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,enrage_speed_mult,1.05,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,enrage_trigger,300,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,head_stagger,200,"damage (Part Breakability, exact ""Head"" row)",https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,hitzone_max_raw,75,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,move_power_max,100,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,size_base,1388.75,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/74/Ebony%20Odogaron
ebony-odogaron,MHWorld,size_gold,1708.16,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,tolerance_paralysis,100,status build-up points,https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,tolerance_poison,100,status build-up points,https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,tolerance_sleep,150,status build-up points,https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
ebony-odogaron,MHWorld,tolerance_stun,150,status build-up points,https://mhworld.kiranico.com/en/monsters/v2gSW/ebony-odogaron
elderfrost-gammoth,MHGU,base_hp,6800,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
elderfrost-gammoth,MHGU,head_stagger,320,stagger threshold (raw),https://mhgu.kiranico.com/monster/6a004
elderfrost-gammoth,MHGU,hitzone_max_raw,63,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/6a004
elderfrost-gammoth,MHGU,size_base,2276.07,cm,https://mhgu.kiranico.com/monster/6a004
elderfrost-gammoth,MHGU,size_gold,2594.72,cm,https://mhgu.kiranico.com/monster/6a004
elderfrost-gammoth,MHGU,tolerance_paralysis,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
elderfrost-gammoth,MHGU,tolerance_poison,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
elderfrost-gammoth,MHGU,tolerance_sleep,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
elderfrost-gammoth,MHGU,tolerance_stun,210,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
emerald-congalala,MH4U,base_hp,4100,HP,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,enrage_attack_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,enrage_duration,80,seconds,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,enrage_speed_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,head_stagger,200,damage,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,hitzone_max_raw,65,hitzone %,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,size_base,1059.2222222222222,cm,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,size_gold,1208.8,cm,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,tolerance_paralysis,200,status build-up points,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,tolerance_poison,200,status build-up points,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,tolerance_sleep,200,status build-up points,https://kiranico.com/en/mh4u/monster/emerald-congalala
emerald-congalala,MH4U,tolerance_stun,150,status build-up points,https://kiranico.com/en/mh4u/monster/emerald-congalala
espinas,MHRS,base_hp,4000,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
espinas,MHRS,enrage_attack_mult,1.2,multiplier,https://mhrice.info/mhrice.json
espinas,MHRS,enrage_duration,150,seconds,https://mhrice.info/mhrice.json
espinas,MHRS,enrage_speed_mult,1.05,motion-rate multiplier,https://mhrice.info/mhrice.json
espinas,MHRS,enrage_trigger,800,damage points (High Rank),https://mhrice.info/mhrice.json
espinas,MHRS,head_stagger,260,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
espinas,MHRS,hitzone_max_raw,65,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
espinas,MHRS,move_power_max,376,raw damage (max base_damage),https://mhrice.info/mhrice.json
espinas,MHRS,size_base,1755.25,cm,https://mhrice.info/mhrice.json
espinas,MHRS,size_gold,2158.9575,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
espinas,MHRS,tolerance_paralysis,180,status build-up points,https://mhrice.info/mhrice.json
espinas,MHRS,tolerance_poison,250,status build-up points,https://mhrice.info/mhrice.json
espinas,MHRS,tolerance_sleep,150,status build-up points,https://mhrice.info/mhrice.json
espinas,MHRS,tolerance_stun,120,status build-up points,https://mhrice.info/mhrice.json
fatalis,MH4U,base_hp,9000,HP,https://kiranico.com/en/mh4u/monster/fatalis
fatalis,MHGU,base_hp,9000,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
fatalis,MHWorld,base_hp,5500,HP,https://mhworld.kiranico.com/en/monsters/jA8SZ/fatalis
fatalis,MHWorld,enrage_attack_mult,1.1,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/jA8SZ/fatalis
fatalis,MHWorld,enrage_duration,180,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/jA8SZ/fatalis
fatalis,MHWorld,enrage_speed_mult,1.05,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/jA8SZ/fatalis
fatalis,MHWorld,enrage_trigger,500,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/jA8SZ/fatalis
fatalis,MHGU,head_stagger,500,stagger threshold (raw),https://mhgu.kiranico.com/monster/6d3e6
fatalis,MHWorld,head_stagger,450,"damage (Part Breakability, exact ""Head"" row)",https://mhworld.kiranico.com/en/monsters/jA8SZ/fatalis
fatalis,MH4U,hitzone_max_raw,80,hitzone %,https://kiranico.com/en/mh4u/monster/fatalis
fatalis,MHGU,hitzone_max_raw,75,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/6d3e6
fatalis,MHWorld,hitzone_max_raw,75,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/jA8SZ/fatalis
fatalis,MHWorld,move_power_max,500,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/jA8SZ/fatalis
fatalis,MHGU,size_base,4110.6,cm,https://mhgu.kiranico.com/monster/6d3e6
fatalis,MHWorld,size_base,4137.17,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/101/Fatalis
fatalis,MHWorld,size_gold,5088.72,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/jA8SZ/fatalis
fatalis,MH4U,tolerance_paralysis,400,status build-up points,https://kiranico.com/en/mh4u/monster/fatalis
